image_id,product_id,image_type,verification_status,source_page,asset_url,local_path,sha256,width,height,format,retrieved_at
img-4c083f7fadc3,philips-fc-fc6904-01,DETAIL_CONTROL,EXACT_VERIFIED,https://www.home-appliances.philips/gb/en/p/FC6904_01,https://dam.versuni.com/transform/webp150x150/ae2929f5-419d-4245-9ece-adece208df19/Product-Detail-Photograph-Philips-SpeedPro-Max-Aqua-Cordless-Stick-vacuum-cleaner.webp,,,,,webp,2026-08-26
img-569c1c9513a7,philips-fc-fc6904-01,PRODUCT_IN_CONTEXT,EXACT_VERIFIED,https://www.home-appliances.philips/gb/en/p/FC6904_01,https://dam.versuni.com/transform/webp150x150/c169403a-7a00-48ef-876f-24703ec8ddde/Emotional-Benefit-Photo-Philips-SpeedPro-Max-Aqua-Cordless-Stick-vacuum-cleaner.webp,,,,,webp,2026-08-26
img-5e8e98fcfeed,philips-fc-fc9729-09,PRODUCT_IN_CONTEXT,EXACT_VERIFIED,https://www.home-appliances.philips/gb/en/p/FC9729_09,https://dam.versuni.com/transform/webp150x150/32208ec6-4442-46a3-ae0a-8729d2515bea/Alternative-Product-Photograph-Philips-PowerPro-Expert-Bagless-vacuum-cleaner-FC9729_09.webp,,,,,webp,2026-08-26
img-429040f0330f,philips-fc-fc9729-09,ANGLE,EXACT_VERIFIED,https://www.home-appliances.philips/gb/en/p/FC9729_09,https://dam.versuni.com/transform/webp150x150/6dc0fc4d-aa9c-440b-be59-936cdd711d03/FC_2024_FC9729_09_A2_1x1-tif.webp,,,,,webp,2026-08-26
img-633e6277b589,philips-fc-fc9729-09,HERO_FRONT,EXACT_VERIFIED,https://www.home-appliances.philips/gb/en/p/FC9729_09,https://dam.versuni.com/transform/webp150x150/3a584289-731b-4dee-bd2f-49570961740a/FC_2024_FC9729_09_F_1x1-tif.webp,,,,,webp,2026-08-26
img-39c3ca894071,philips-fc-fc9729-09,PRODUCT_IN_CONTEXT,EXACT_VERIFIED,https://www.home-appliances.philips/gb/en/p/FC9729_09,https://dam.versuni.com/transform/webp150x150/1efe201e-6fdf-4bd3-91e4-96dec9febb9b/Product-in-Use-Photo-Philips-PowerPro-Expert-Bagless-vacuum-cleaner-FC9729_09.webp,,,,,webp,2026-08-26
img-b0d413743a8c,philips-fc-fc8577-09,HERO_FRONT,EXACT_VERIFIED,https://www.home-appliances.philips/hu/hu/p/FC8577_09,https://dam.versuni.com/transform/webp150x150/660ca9d6-f31c-441d-9393-9369774064b4/Standard-Product-Photo-Philips-Performer-Active-Bagged-vacuum-cleaner-FC8577_09.webp,,,,,webp,2026-08-26
img-969d14889dda,philips-fc-fc8577-09,ANGLE,EXACT_VERIFIED,https://www.home-appliances.philips/hu/hu/p/FC8577_09,https://dam.versuni.com/transform/webp150x150/3303cdfd-21f7-4c88-be64-7a6cf170ec46/Front-Product-Photo-Philips-Performer-Active-Bagged-vacuum-cleaner.webp,,,,,webp,2026-08-26
img-b66acbe5ead2,philips-fc-fc8577-09,SIDE_BACK,EXACT_VERIFIED,https://www.home-appliances.philips/hu/hu/p/FC8577_09,https://dam.versuni.com/transform/webp150x150/75c9205e-4768-4da5-a908-6283cd2ca20d/Alternative-Product-Photograph-Philips-Performer-Active-Bagged-vacuum-cleaner-FC8577_09.webp,,,,,webp,2026-08-26
img-d16ae7a3f9b7,philips-fc-fc8577-09,PRODUCT_IN_CONTEXT,EXACT_VERIFIED,https://www.home-appliances.philips/hu/hu/p/FC8577_09,https://dam.versuni.com/transform/webp150x150/50e5b6f1-2612-498d-a513-1ae032f490a9/Product-in-Use-Photo-Philips-Performer-Active-Bagged-vacuum-cleaner-FC8577_09.webp,,,,,webp,2026-08-26
img-1b74c6b8003e,philips-gc-gc215-20,MARKETING_GRAPHIC,EXACT_VERIFIED,https://www.philips.co.uk/c-p/GC215_20/philips-oneturn-handheld-steamers,https://images.philips.com/is/image/philipsconsumer/vrs_58a38684_4dbf_4a0a_9f29a937681f2f7c?wid=700&hei=700,,,,,png,2026-08-26
img-381470980cf9,philips-gc-gc215-20,MARKETING_GRAPHIC,EXACT_VERIFIED,https://www.philips.co.uk/c-p/GC215_20/philips-oneturn-handheld-steamers,https://images.philips.com/is/image/philipsconsumer/vrs_c11ef352_ce22_4eef_99696899f2eda9ed?wid=700&hei=700,,,,,png,2026-08-26
img-929e1e6ed21a,philips-gc-gc215-20,MARKETING_GRAPHIC,EXACT_VERIFIED,https://www.philips.co.uk/c-p/GC215_20/philips-oneturn-handheld-steamers,https://images.philips.com/is/image/philipsconsumer/vrs_08ee44df_514f_47e0_8d2beac69b0df1dd?wid=700&hei=700,,,,,png,2026-08-26
img-82d0903c5dad,philips-gc-gc215-20,MARKETING_GRAPHIC,EXACT_VERIFIED,https://www.philips.co.uk/c-p/GC215_20/philips-oneturn-handheld-steamers,https://images.philips.com/is/image/philipsconsumer/vrs_5296cb9c_a7ba_4ade_8e52072253093dc1?wid=700&hei=700,,,,,png,2026-08-26
img-14ec7a074118,philips-gc-gc9650-80,ANGLE,EXACT_VERIFIED,https://www.home-appliances.philips/gb/en/p/GC9650_80,https://dam.versuni.com/transform/webp150x150/49d488d3-14b6-4872-9b70-d7e73dacbf85/Alternative-Product-Photograph-Philips-PerfectCare-Elite-Steam-generator-iron.webp,,,,,webp,2026-08-26
img-b1cdc843316b,philips-gc-gc9650-80,PRODUCT_IN_CONTEXT,EXACT_VERIFIED,https://www.home-appliances.philips/gb/en/p/GC9650_80,https://dam.versuni.com/transform/webp150x150/846afba8-6af1-46bf-9153-a85ca195daac/Product-in-Use-Photo-Philips-PerfectCare-Elite-Steam-generator-iron.webp,,,,,webp,2026-08-26
img-2edd8086e7ee,philips-gc-gc9650-80,PRODUCT_IN_CONTEXT,EXACT_VERIFIED,https://www.home-appliances.philips/gb/en/p/GC9650_80,https://dam.versuni.com/transform/webp150x150/eb9bf0d1-6621-4e3d-a18f-45973f699b68/Main-in-use-photograph-Philips-PerfectCare-Elite-Steam-generator-iron.webp,,,,,webp,2026-08-26
img-f3e7c645ee0d,philips-gc-gc9682-86,ANGLE,EXACT_VERIFIED,https://www.home-appliances.philips/gb/en/p/GC9682_86,https://dam.versuni.com/transform/webp150x150/e0b624d5-bb63-4ab8-97d3-70122f62a069/Front-Product-Photo-Philips-PerfectCare-Elite-Plus-Steam-generator-iron.webp,,,,,webp,2026-08-26
img-0ae562e075b2,philips-gc-gc9682-86,DETAIL_CONTROL,EXACT_VERIFIED,https://www.home-appliances.philips/gb/en/p/GC9682_86,https://dam.versuni.com/transform/webp150x150/0a3e7e57-44f5-4afc-bd19-f43523f4a394/Product-Detail-Photograph-Philips-PerfectCare-Elite-Plus-Steam-generator-iron.webp,,,,,webp,2026-08-26
img-d8813d01c5f0,philips-gc-gc9682-86,DETAIL_CONTROL,EXACT_VERIFIED,https://www.home-appliances.philips/gb/en/p/GC9682_86,https://dam.versuni.com/transform/webp150x150/a10a42d4-2a25-4184-a737-bd94aff6cb38/Product-Detail-Photograph-Philips-PerfectCare-Elite-Plus-Steam-generator-iron-GC9682_86.webp,,,,,webp,2026-08-26
img-57f1114b26e2,philips-gc-gc9682-86,PRODUCT_IN_CONTEXT,EXACT_VERIFIED,https://www.home-appliances.philips/gb/en/p/GC9682_86,https://dam.versuni.com/transform/webp150x150/270622c8-2bf1-49b3-b4ce-6922eeb3f688/Product-in-Use-Photo-Philips-PerfectCare-Elite-Plus-Steam-generator-iron-GC9682_86.webp,,,,,webp,2026-08-26
img-dddc56b8e02a,philips-gc-gc628-86,UNREADABLE,EXACT_VERIFIED,https://www.philips.com/c-p/GC628_86/8000-series-garment-steamer,https://images.philips.com/is/image/philipsconsumer/ff2265cc6dc1401e8176ad8b008cddee?wid=900&hei=900&$pnglarge$,,,,,png,2026-08-26
img-3d7da5b5affe,walita-af-na150-00,ANGLE,EXACT_VERIFIED,https://www.walita.com.br/fritadeira-airfryer-serie-1000-duplo-cesto-7-1l-philips-walita-na150-na150-00/p,https://walitastore.vtexassets.com/arquivos/ids/162147/NA150_1.png.png?v=638793654271000000,,,,,png,2026-08-26
img-8d40c80147fb,walita-af-na150-00,MARKETING_GRAPHIC,EXACT_VERIFIED,https://www.walita.com.br/fritadeira-airfryer-serie-1000-duplo-cesto-7-1l-philips-walita-na150-na150-00/p,https://walitastore.vtexassets.com/arquivos/ids/162148/NA150_3.png.png?v=638793654271000000,,,,,png,2026-08-26
img-b8c68e6139f3,walita-af-na150-00,MARKETING_GRAPHIC,EXACT_VERIFIED,https://www.walita.com.br/fritadeira-airfryer-serie-1000-duplo-cesto-7-1l-philips-walita-na150-na150-00/p,https://walitastore.vtexassets.com/arquivos/ids/162149/NA150_4.png.png?v=638793654271170000,,,,,png,2026-08-26
img-f951831c6180,walita-af-na150-00,HERO_FRONT,EXACT_VERIFIED,https://www.walita.com.br/fritadeira-airfryer-serie-1000-duplo-cesto-7-1l-philips-walita-na150-na150-00/p,https://walitastore.vtexassets.com/arquivos/ids/162150/NA150_5.png.png?v=638793654271170000,,,,,png,2026-08-26
img-2f1f4524cf5c,walita-af-na150-00,MARKETING_GRAPHIC,EXACT_VERIFIED,https://www.walita.com.br/fritadeira-airfryer-serie-1000-duplo-cesto-7-1l-philips-walita-na150-na150-00/p,https://walitastore.vtexassets.com/arquivos/ids/162153/NA150_8.jpg.jpg?v=638793654271430000,,,,,jpg,2026-08-26
img-ca1a21fef816,walita-af-ri9270-90,ANGLE,EXACT_VERIFIED,https://www.walita.com.br/fritadeira-airfryer-essential-xl-digital-philips-walita-preta-2000w---ri9270-ri9270-90-preto/p,https://walitastore.vtexassets.com/arquivos/ids/160655/RI9270_2.png?v=638754803029130000,,,,,png,2026-08-26
img-246c9669482a,walita-af-ri9270-90,ANGLE,EXACT_VERIFIED,https://www.walita.com.br/fritadeira-airfryer-essential-xl-digital-philips-walita-preta-2000w---ri9270-ri9270-90-preto/p,https://walitastore.vtexassets.com/arquivos/ids/160657/RI9270_4.jpg?v=638754803029130000,,,,,jpg,2026-08-26
img-5a4985677b0a,walita-af-ri9270-90,PRODUCT_IN_CONTEXT,EXACT_VERIFIED,https://www.walita.com.br/fritadeira-airfryer-essential-xl-digital-philips-walita-preta-2000w---ri9270-ri9270-90-preto/p,https://walitastore.vtexassets.com/arquivos/ids/160658/RI9270_5.jpg?v=638754803029130000,,,,,jpg,2026-08-26
img-c223475ef41b,walita-af-ri9270-90,PRODUCT_IN_CONTEXT,EXACT_VERIFIED,https://www.walita.com.br/fritadeira-airfryer-essential-xl-digital-philips-walita-preta-2000w---ri9270-ri9270-90-preto/p,https://walitastore.vtexassets.com/arquivos/ids/160661/RI9270_8.jpg?v=638754803029300000,,,,,jpg,2026-08-26
img-ad8ed0b8d3f3,walita-af-ai551-09,DETAIL_CONTROL,EXACT_VERIFIED,https://www.walita.com.br/airfryer-forno-serie-5000-philips-walita-ai551-09/p,https://walitastore.vtexassets.com/arquivos/ids/161166/AI551_Painel_2.png?v=638759977957830000,,,,,png,2026-08-26
img-5b381cfdc2a6,walita-af-ai551-09,ANGLE,EXACT_VERIFIED,https://www.walita.com.br/airfryer-forno-serie-5000-philips-walita-ai551-09/p,https://walitastore.vtexassets.com/arquivos/ids/161169/AI551_Lateral_4.png?v=638759977958000000,,,,,png,2026-08-26
img-a7bc31c0cef0,walita-af-ai551-09,FAMILY_GROUP,EXACT_VERIFIED,https://www.walita.com.br/airfryer-forno-serie-5000-philips-walita-ai551-09/p,https://walitastore.vtexassets.com/arquivos/ids/161171/AI551_Acessorios_6.png?v=638759977958130000,,,,,png,2026-08-26
img-fe8a9a7f6ce1,walita-af-ai551-09,PRODUCT_IN_CONTEXT,EXACT_VERIFIED,https://www.walita.com.br/airfryer-forno-serie-5000-philips-walita-ai551-09/p,https://walitastore.vtexassets.com/arquivos/ids/161172/AI551_Ambientada_7.png?v=638759977958130000,,,,,png,2026-08-26
img-bf7842b5abea,walita-cf-ep4441-53,HERO_FRONT,EXACT_VERIFIED,https://www.walita.com.br/compre-cafeteira-superautomatica-lattego-serie-4400-ganhe-fritadeira-airfryer-serie-3000--/p,https://walitastore.vtexassets.com/arquivos/ids/161620/EP4441_20__2.png.png?v=638748768306000000,,,,,png,2026-08-26
img-6cb318e74f9a,walita-cf-ep4441-53,MARKETING_GRAPHIC,EXACT_VERIFIED,https://www.walita.com.br/compre-cafeteira-superautomatica-lattego-serie-4400-ganhe-fritadeira-airfryer-serie-3000--/p,https://walitastore.vtexassets.com/arquivos/ids/161622/EP4441_20__4.png.png?v=638748768306170000,,,,,png,2026-08-26
img-b0a276958d75,walita-cf-ep4441-53,ANGLE,EXACT_VERIFIED,https://www.walita.com.br/compre-cafeteira-superautomatica-lattego-serie-4400-ganhe-fritadeira-airfryer-serie-3000--/p,https://walitastore.vtexassets.com/arquivos/ids/161623/EP4441_20__5.png.png?v=638748768306170000,,,,,png,2026-08-26
img-bfdf021fa09f,walita-cf-ep4441-53,PRODUCT_IN_CONTEXT,EXACT_VERIFIED,https://www.walita.com.br/compre-cafeteira-superautomatica-lattego-serie-4400-ganhe-fritadeira-airfryer-serie-3000--/p,https://walitastore.vtexassets.com/arquivos/ids/161627/EP4441_20__9.png.png?v=638748768306330000,,,,,png,2026-08-26
img-47f737a12815,walita-fp-hr7304-90,HERO_FRONT,EXACT_VERIFIED,https://www.walita.com.br/multiprocessador-powerchop-1000-philips-walita-preto-1000w---6-acessorios-inclusos---hr7304/p,https://walitastore.vtexassets.com/arquivos/ids/160363/HR7304_Frente_2.png?v=638962420587570000,,,,,png,2026-08-26
img-71618e9f9fb0,walita-fp-hr7304-90,DETAIL_CONTROL,EXACT_VERIFIED,https://www.walita.com.br/multiprocessador-powerchop-1000-philips-walita-preto-1000w---6-acessorios-inclusos---hr7304/p,https://walitastore.vtexassets.com/arquivos/ids/161295/HR7304_Acessorio_3.png?v=638962420587700000,,,,,png,2026-08-26
img-06725affc8ff,walita-fp-hr7304-90,DETAIL_CONTROL,EXACT_VERIFIED,https://www.walita.com.br/multiprocessador-powerchop-1000-philips-walita-preto-1000w---6-acessorios-inclusos---hr7304/p,https://walitastore.vtexassets.com/arquivos/ids/161296/HR7304_Acessorio_4.png?v=638962420587870000,,,,,png,2026-08-26
img-9aff87405083,walita-fp-hr7304-90,MARKETING_GRAPHIC,EXACT_VERIFIED,https://www.walita.com.br/multiprocessador-powerchop-1000-philips-walita-preto-1000w---6-acessorios-inclusos---hr7304/p,https://walitastore.vtexassets.com/arquivos/ids/161302/HR7304_Caixa_10.png?v=638962420588170000,,,,,png,2026-08-26
img-5581931893a5,walita-vac-xc2011-01,FAMILY_GROUP,EXACT_VERIFIED,https://www.walita.com.br/aspirador-de-po-vertical-serie-2000-philips-21-6v-xc2011-xc2011-01/p,https://walitastore.vtexassets.com/arquivos/ids/161827/XC2011_2.png.png?v=638774072165230000,,,,,png,2026-08-26
img-47de2f73e3bb,walita-vac-xc2011-01,SIDE_BACK,EXACT_VERIFIED,https://www.walita.com.br/aspirador-de-po-vertical-serie-2000-philips-21-6v-xc2011-xc2011-01/p,https://walitastore.vtexassets.com/arquivos/ids/161828/XC2011_3.png.png?v=638774072165400000,,,,,png,2026-08-26
img-46da0cffe89f,walita-vac-xc2011-01,DETAIL_CONTROL,EXACT_VERIFIED,https://www.walita.com.br/aspirador-de-po-vertical-serie-2000-philips-21-6v-xc2011-xc2011-01/p,https://walitastore.vtexassets.com/arquivos/ids/161829/XC2011_4.png.png?v=638774072165400000,,,,,png,2026-08-26
img-1c0160f50d07,walita-vac-xc2011-01,PRODUCT_IN_CONTEXT,EXACT_VERIFIED,https://www.walita.com.br/aspirador-de-po-vertical-serie-2000-philips-21-6v-xc2011-xc2011-01/p,https://walitastore.vtexassets.com/arquivos/ids/161833/XC2011_9.png.png?v=638774072165700000,,,,,png,2026-08-26
img-09fd13939ec8,walita-hum-hu1510-04,ANGLE,EXACT_VERIFIED,https://www.walita.com.br/umidificador-de-ar-serie-1000-philips-bivolt-hu1510-04/p,https://walitastore.vtexassets.com/arquivos/ids/162649/HU1510_2.png?v=638926827382600000,,,,,png,2026-08-26
img-9d37629ef80e,walita-hum-hu1510-04,DETAIL_CONTROL,EXACT_VERIFIED,https://www.walita.com.br/umidificador-de-ar-serie-1000-philips-bivolt-hu1510-04/p,https://walitastore.vtexassets.com/arquivos/ids/162651/HU1510_4.png?v=638926827382730000,,,,,png,2026-08-26
img-14c38d84d34b,walita-hum-hu1510-04,MARKETING_GRAPHIC,EXACT_VERIFIED,https://www.walita.com.br/umidificador-de-ar-serie-1000-philips-bivolt-hu1510-04/p,https://walitastore.vtexassets.com/arquivos/ids/162652/HU1510_5.png?v=638926827382730000,,,,,png,2026-08-26
img-9b5cf2184247,walita-hum-hu1510-04,MARKETING_GRAPHIC,EXACT_VERIFIED,https://www.walita.com.br/umidificador-de-ar-serie-1000-philips-bivolt-hu1510-04/p,https://walitastore.vtexassets.com/arquivos/ids/162656/HU1510_9.png?v=638926827383070000,,,,,png,2026-08-26
img-a52b4d2ceddd,philips-air-ac1715-10-br,ANGLE,EXACT_VERIFIED,https://www.philips.com.br/c-p/AC1715_10/purificador-de-ar-serie-1000i,https://images.philips.com/is/image/philipsconsumer/vrs_a6ee3aeb_a39b_44fd_8ce9512dfe2ec181?$png$&wid=700&hei=700,,,,,png,2026-08-26
img-8705784ed193,philips-air-ac1715-10-br,DETAIL_CONTROL,EXACT_VERIFIED,https://www.philips.com.br/c-p/AC1715_10/purificador-de-ar-serie-1000i,https://images.philips.com/is/image/philipsconsumer/vrs_d1ecfab9_0146_40a7_ae9d4f601a4af805?$png$&wid=700&hei=700,,,,,png,2026-08-26
img-a824ffbe2256,philips-air-ac1715-10-br,MARKETING_GRAPHIC,EXACT_VERIFIED,https://www.philips.com.br/c-p/AC1715_10/purificador-de-ar-serie-1000i,https://images.philips.com/is/image/philipsconsumer/vrs_27f68f0e_892c_4378_8061169db7394ba6?$png$&wid=700&hei=700,,,,,png,2026-08-26
img-55efb9101e86,philips-air-ac1715-10-br,PRODUCT_IN_CONTEXT,EXACT_VERIFIED,https://www.philips.com.br/c-p/AC1715_10/purificador-de-ar-serie-1000i,https://images.philips.com/is/image/philipsconsumer/vrs_2dcb7eb3_2a92_424e_84eb7a2b7ceb9b66?$png$&wid=700&hei=700,,,,,png,2026-08-26
img-3c3f71c129a2,philips-air-ac0650-20,HERO_FRONT,FAMILY_VERIFIED,https://www.home-appliances.philips/gb/en/p/AC0650_20,https://dam.versuni.com/transform/webp1024x1024/3a18d878-bfa6-4fd8-8fdf-7ac70ba0802a/AC0650_30_RFT_Retail_RGB-jpg.webp,,,,,webp,2026-08-26
img-004b3262043d,philips-air-ac0650-20,ANGLE,FAMILY_VERIFIED,https://www.home-appliances.philips/gb/en/p/AC0650_20,https://dam.versuni.com/transform/webp150x150/eb3ca3e2-1dd3-4e7e-aaac-fd66525e3114/AC0650_30_F_Online_RGB-tif.webp,,,,,webp,2026-08-26
img-60b2224b3975,philips-air-ac0650-20,ANGLE,FAMILY_VERIFIED,https://www.home-appliances.philips/gb/en/p/AC0650_20,https://dam.versuni.com/transform/webp150x150/b9781eda-a7db-4808-9064-12952de7d9a3/AC0650_30_APS_Online_RGB-tif.webp,,,,,webp,2026-08-26
img-4ebf035f1dba,philips-air-ac0650-20,ANGLE,FAMILY_VERIFIED,https://www.home-appliances.philips/gb/en/p/AC0650_20,https://dam.versuni.com/transform/webp150x150/e3ccf367-7e60-4741-9e0a-f17bb408f4df/AC0650_30_A2_Online_RGB-tif.webp,,,,,webp,2026-08-26
img-02e5f0843b93,philips-air-ac0650-20,DETAIL_CONTROL,FAMILY_VERIFIED,https://www.home-appliances.philips/gb/en/p/AC0650_20,https://dam.versuni.com/transform/webp150x150/3afa0f25-359b-4061-b9ac-78f415dcfe69/AC0650_30_U1_Online_RGB-tif.webp,,,,,webp,2026-08-26
img-76d43ad9c302,philips-air-ac0651-10,MARKETING_GRAPHIC,EXACT_VERIFIED,https://www.home-appliances.philips/gb/en/p/AC0651_10,https://dam.versuni.com/transform/webp1024x1024/65ab8955-69d8-4f6e-a320-21b937f428e2/AC0651_3-manual-speeds_3500x1969-px-tif.webp,,,,,webp,2026-08-26
img-e787dd24f173,philips-air-ac0651-10,MARKETING_GRAPHIC,EXACT_VERIFIED,https://www.home-appliances.philips/gb/en/p/AC0651_10,https://dam.versuni.com/transform/webp1024x1024/69805413-1d38-4029-9bed-651814bd43eb/AC0651_Energy-efficient-design_3500x1969-px-tif.webp,,,,,webp,2026-08-26
img-2fb4b349b5ac,philips-air-ac0850-41,HERO_FRONT,EXACT_VERIFIED,https://www.usa.philips.com/c-p/AC0850_41/800i-series-compact-air-purifier,https://images.philips.com/is/image/philipsconsumer/vrs_6e5e423a_2ba1_4497_b899025b05d4c171?$png$&wid=410&hei=410&fit=constrain,,,,,png,2026-08-26
img-4184d4041c5b,philips-air-ac0850-41,ANGLE,EXACT_VERIFIED,https://www.usa.philips.com/c-p/AC0850_41/800i-series-compact-air-purifier,https://images.philips.com/is/image/philipsconsumer/vrs_0639df17_cca5_4cb2_8be9d9833bb489e1?$png$&wid=410&hei=410&fit=constrain,,,,,png,2026-08-26
img-8f34dabcd7cb,philips-air-ac0850-41,SIDE_BACK,EXACT_VERIFIED,https://www.usa.philips.com/c-p/AC0850_41/800i-series-compact-air-purifier,https://images.philips.com/is/image/philipsconsumer/vrs_8be5da24_75be_4bde_91fa21a8ee10f43c-1?$png$&wid=410&hei=410&fit=constrain,,,,,png,2026-08-26
img-5aea3df446d2,philips-air-ac0850-41,DETAIL_CONTROL,EXACT_VERIFIED,https://www.usa.philips.com/c-p/AC0850_41/800i-series-compact-air-purifier,https://images.philips.com/is/image/philipsconsumer/vrs_706c2f57_0391_4845_91502631db34f9fa?$png$&wid=410&hei=410&fit=constrain,,,,,png,2026-08-26
img-7cd0f3f5fb4b,philips-air-ac0920-10,ANGLE,EXACT_VERIFIED,https://www.home-appliances.philips/gb/en/p/AC0920_10,https://dam.versuni.com/transform/webp150x150/b849fc74-003b-4329-8158-4e5bb504932c/CC_2024_AC0920_10_A1_Fullframe-tif.webp,,,,,webp,2026-08-26
img-390987e139f1,philips-air-ac0920-10,DETAIL_CONTROL,EXACT_VERIFIED,https://www.home-appliances.philips/gb/en/p/AC0920_10,https://dam.versuni.com/transform/webp150x150/5883a9d7-2a19-458a-b87f-d4fab6fb4232/CC_2024_AC0920_10_A4_Fullframe-tif.webp,,,,,webp,2026-08-26
img-92b64ed2e629,philips-air-ac0920-10,MARKETING_GRAPHIC,EXACT_VERIFIED,https://www.home-appliances.philips/gb/en/p/AC0920_10,https://dam.versuni.com/transform/webp150x150/33887653-6783-4ba4-b198-b77599e08749/CC_2024_AC0920_10_TEC_1x1-tif.webp,,,,,webp,2026-08-26
img-b81bcc95a19d,philips-air-ac0920-10,MARKETING_GRAPHIC,EXACT_VERIFIED,https://www.home-appliances.philips/gb/en/p/AC0920_10,https://dam.versuni.com/transform/webp150x150/cda08dc8-3096-4f43-b653-e48b26089b0f/CC_2024_AC0920_10_FIM_1x1-tif.webp,,,,,webp,2026-08-26
img-dacb9f639c76,philips-air-ac0950-10,HERO_FRONT,EXACT_VERIFIED,https://www.home-appliances.philips/gb/en/p/AC0950_10,https://dam.versuni.com/transform/webp1024x1024/ca36dae9-2797-4864-b5d4-a395cb8d93e5/CC_2024_AC0950_10_RFT_Fullframe-tif.webp,,,,,webp,2026-08-26
img-9c174a91a8b8,philips-air-ac0950-10,ANGLE,EXACT_VERIFIED,https://www.home-appliances.philips/gb/en/p/AC0950_10,https://dam.versuni.com/transform/webp150x150/798c9713-36dc-4b89-a023-8acfe7620fe1/CC_2024_AC0950_10_A1_Fullframe-tif.webp,,,,,webp,2026-08-26
img-ccbd9033de73,philips-air-ac0950-10,DETAIL_CONTROL,EXACT_VERIFIED,https://www.home-appliances.philips/gb/en/p/AC0950_10,https://dam.versuni.com/transform/webp150x150/62463a2f-546f-45aa-a79e-e1199a74fcd4/CC_2024_AC0950_10_A4_Fullframe-tif.webp,,,,,webp,2026-08-26
img-5fb2d8bc80fd,philips-air-ac0950-10,MARKETING_GRAPHIC,EXACT_VERIFIED,https://www.home-appliances.philips/gb/en/p/AC0950_10,https://dam.versuni.com/transform/webp150x150/5e6a77b4-4100-47c5-a2cf-cb041b7ba9ec/CC_2024_AC0950_10_TEC_02_1x1-tif.webp,,,,,webp,2026-08-26
img-885ccb35b455,philips-air-ac0950-10,MARKETING_GRAPHIC,EXACT_VERIFIED,https://www.home-appliances.philips/gb/en/p/AC0950_10,https://dam.versuni.com/transform/webp150x150/2d4c3ff8-5527-4b19-ad49-875c97bb75a1/CC_2024_AC0950_10_FIM_1x1-tif.webp,,,,,webp,2026-08-26
img-5494613d839a,philips-air-ac0951-13,ANGLE,EXACT_VERIFIED,https://www.home-appliances.philips/gb/en/p/AC0951_13,https://dam.versuni.com/transform/webp150x150/a54b0c48-5c16-49d0-a2c7-90a3318f8002/CC_2024_AC0951_13_A1_Fullframe-tif.webp,,,,,webp,2026-08-26
img-22ee14f4906d,philips-air-ac0951-13,DETAIL_CONTROL,EXACT_VERIFIED,https://www.home-appliances.philips/gb/en/p/AC0951_13,https://dam.versuni.com/transform/webp150x150/b6fa7a35-fc5d-4a5f-aac3-d7dbb40a1f8a/CC_2024_AC0951_13_A4_Fullframe-tif.webp,,,,,webp,2026-08-26
img-b050ecc9c5a9,philips-air-ac0951-13,MARKETING_GRAPHIC,EXACT_VERIFIED,https://www.home-appliances.philips/gb/en/p/AC0951_13,https://dam.versuni.com/transform/webp150x150/a2706927-0671-4268-b29e-86d47ba72b05/CC_2024_AC0951_13_TEC_1x1-tif.webp,,,,,webp,2026-08-26
img-6547a84be951,philips-air-ac0951-13,MARKETING_GRAPHIC,EXACT_VERIFIED,https://www.home-appliances.philips/gb/en/p/AC0951_13,https://dam.versuni.com/transform/webp150x150/53684606-32b9-4602-803a-3e983418d21a/CC_2024_AC0951_13_FIM_1x1-tif.webp,,,,,webp,2026-08-26
img-150a6358d9b2,philips-air-ac1715-41,ANGLE,EXACT_VERIFIED,https://www.usa.philips.com/c-p/AC1715_41/1000i-series-air-purifier-for-medium-rooms,https://images.philips.com/is/image/philipsconsumer/vrs_6784d2e6_d4f8_448b_b49158d9c18970d1?$png$&wid=410&hei=410&fit=constrain,,,,,png,2026-08-26
img-388d67a79ce8,philips-air-ac1715-41,DETAIL_CONTROL,EXACT_VERIFIED,https://www.usa.philips.com/c-p/AC1715_41/1000i-series-air-purifier-for-medium-rooms,https://images.philips.com/is/image/philipsconsumer/vrs_831dedd1_57ca_487c_ad6eb1fc114645bd?$png$&wid=410&hei=410&fit=constrain,,,,,png,2026-08-26
img-984af114739f,philips-air-ac1715-41,MARKETING_GRAPHIC,EXACT_VERIFIED,https://www.usa.philips.com/c-p/AC1715_41/1000i-series-air-purifier-for-medium-rooms,https://images.philips.com/is/image/philipsconsumer/vrs_8fd92685_7112_40db_a9f8df567657e747?$png$&wid=410&hei=410&fit=constrain,,,,,png,2026-08-26
img-ad7614b4d2d8,philips-air-ac2889-40,HERO_FRONT,EXACT_VERIFIED,https://www.usa.philips.com/c-p/AC2889_40/2000i-series,https://images.philips.com/is/image/philipsconsumer/vrs_b2b531b2_7bc4_4a67_8c49ade198f5b72e?$png$&wid=410&hei=410&fit=constrain,,,,,png,2026-08-26
img-a5c81020d480,philips-air-ac2889-40,DETAIL_CONTROL,EXACT_VERIFIED,https://www.usa.philips.com/c-p/AC2889_40/2000i-series,https://images.philips.com/is/image/philipsconsumer/vrs_1c8fd9d8_4ba7_4d44_a4317a0171172834?$png$&wid=410&hei=410&fit=constrain,,,,,png,2026-08-26
